QuestionID,Year,Exam,Subject,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation,Hint,
ANA-CVS-090,2026,Medicine - 04/26 - April 9 - Night,Anatomy,Cardiovascular System,,"A 45 year old man with no past medical history presents with chest pain that started 2 hours ago. ECG shows ST segment elevation in leads I, aVL, V5, and V6. Cardiac enzymes are elevated. Which coronary artery is most likely occluded?",Right coronary artery,Left anterior descending artery,Left circumflex artery,Posterior descending artery,Left main coronary artery,C,,,
ANA-CVS-091,2026,Gynecology - 01/26 - January 7 - Evening,Anatomy,Cardiovascular System,,"In approximately 60% of individuals, the sinoatrial (SA) node is supplied by which coronary artery?",Right coronary artery (RCA),Left anterior descending artery (LAD),Left circumflex artery (LCx),Posterior descending artery,Left main coronary artery,A,,,
ANA-CVS-092,2026,Radiology - 01/26 - January 6 - Morning,Anatomy,Cardiovascular System,,A patient develops acute mitral regurgitation after a myocardial infarction. Echocardiography shows rupture of the posterior-medial papillary muscle. Which artery most likely supplied this muscle?,Left anterior descending artery,Left circumflex artery,Right coronary artery,Posterior descending artery,,C,,,
ANA-CVS-093,2026,Medicine - 01/26 - January 8 - Morning,Anatomy,Cardiovascular System,,"During coronary angiography, occlusion of a vessel supplying the cardiac pacemaker is noted. In approximately 60% of individuals, this vessel originates from which artery?",Left circumflex artery,Right coronary artery,Left anterior descending artery,Posterior descending artery,,B,,,
ANA-CVS-094,2026,Radiology - 01/26 - January 5 - Morning,Anatomy,Cardiovascular System,,Left ventricle and majority of interventricular septum is supplied by:,Right coronary artery,Left circumflex,Left anterior descending (LAD),Posterior descending artery,,C,,,
ANA-CVS-095,2026,Medicine - 07/26 - July 9 - Morning,Anatomy,Cardiovascular System,,Occlusion of which coronary artery most commonly causes an anterior wall myocardial infarction?,Right coronary artery,Left circumflex artery,Left anterior descending artery,Posterior descending artery,,C,,,
ANA-CVS-096,2026,Surgery - 01/26 - January 7 - Evening,Anatomy,Cardiovascular System,,Which coronary artery is most commonly thromboed in myocardial infarction (MI)?,Left Anterior Descending (LAD) artery,Right Coronary Artery (RCA),Left Circumflex artery (LCX),Posterior Descending artery (PDA),,A,,,
ANA-CVS-097,2026,Radiology - 01/26 - January 5 - Morning,Anatomy,Cardiovascular System,,Notching on X-ray in coarctation of aorta is due to:,Internal thoracic artery,Anterior intercostal artery,Aorta,Posterior intercostal arteries,,D,,,
ANA-CVS-098,2026,Medicine - 04/26 - April 8 - Night,Anatomy,Cardiovascular System,,55 A patient presents after a fall with pain and tenderness in the anatomical snuffbox region. Which artery is most likely injured?,Brachial artery,Radial artery,Ulnar artery,Posterior interosseous artery,Axillary artery,B,,,
ANA-CVS-099,2026,Medicine - 01/26 - January 8 - Morning,Anatomy,Cardiovascular System,,Which artery arises from the left aortic sinus and supplies the anterior interventricular septum?,Left coronary artery,Right coronary artery,Circumflex artery,Posterior interventricular artery,,A,,,
ANA-CVS-100,2026,Medicine - 07/26 - July 7 - Evening,Anatomy,Cardiovascular System,,"During hip surgery, all arteries participating in the cruciate anastomosis are ligated. Which artery can still maintain collateral blood supply through the trochanteric anastomosis?",Lateral circumflex femoral artery,Superior gluteal artery,Obturator artery,Profunda femoris artery,,B,,,
ANA-CVS-101,2026,Radiology - 07/26 - July 07 - Morning,Anatomy,Cardiovascular System,,A patient sustains a supracondylar fracture of the humerus. Which vessel is most likely to be injured?,Brachial artery,Axillary artery,Profunda brachii artery,Radial artery,,A,The brachial artery lies anterior to the distal humerus. It is commonly injured in supracondylar fractures. Injury may lead to Volkmann ischemic contracture.,,
ANA-CVS-102,2025,Surgery - 08/25 - August 6 - Evening,Anatomy,Cardiovascular System,,After trauma on anatomical snuff box patient having bleed and pain due to which structure damaged?,Median nerve,Ulnar nerve,Radial artery,Radial nerve,Brachial artery,C,,,
ANA-CVS-103,2026,Gynecology - 07/26 - July 08 - Evening,Anatomy,Cardiovascular System,,The ovarian artery arises directly from the:,Internal iliac artery,External iliac artery,Abdominal aorta,Renal artery,,C,"Unlike the uterine artery, the paired ovarian arteries branch directly off the abdominal aorta inferior to the renal arteries",,
ANA-CVS-104,2026,Medicine - 04/26 - April 9 - Night,Anatomy,Cardiovascular System,,A patient presents with cardiac tamponade and requires emergency pericardiocentesis. Which is the safest anatomical site for needle insertion?,"Left 2nd intercostal space, midclavicular line","Left 5th intercostal space, midaxillary line",Subxiphoid (infrasternal) angle,"Right 4th intercostal space, parasternal line","Left 7th intercostal space, posterior axillary line",C,,,
ANA-CVS-105,2025,Medicine - 08/25 - August 5 - Morning,Anatomy,Cardiovascular System,,Coronary sinus drains into which of the following structures?,Right ventricle,Right atrium,Inferior vena cava,Right pulmonary vein,Great cardiac vein,B,,,
ANA-CVS-106,2026,Medicine - 04/26 - April 9 - Evening,Anatomy,Cardiovascular System,,The coronary sinus drains venous blood from most of the heart. Into which chamber does it directly open?,Left atrium,Right atrium,Left ventricle,Right ventricle,Pulmonary artery,B,,,
ANA-CVS-107,2026,Surgery - 04/26 - April 7 - Night,Anatomy,Cardiovascular System,,Stab Injury at 6th ICS on the right side of the sternum will pierce which of the following structure?,Right Atrium,IVC,SVC,Right Ventricle,,B,,,
ANA-CVS-108,2025,Surgery - 08/25 - August 6 - Evening,Anatomy,Cardiovascular System,,Which of the following vein runs along with left anterior descending artery?,Anterior cardiac vein,Middle cardiac vein,Greater cardiac vein,Small cardiac vein,,C,,,
ANA-CVS-109,2026,"Gynecology - 01/26 - January 7 - Evening, Surgery - 01/26 - January 7 - Evening",Anatomy,Cardiovascular System,,A mass near the sternoclavicular region suspected to be an aortic aneurysm is protected from rupture by:,Elastic lamina,Elastic fibers,Skeletal muscles,Smooth muscles,,A,,,
ANA-CVS-110,2026,"Gynecology - 07/26 - July 08 - Morning, Radiology - 07/26 - July 08 - Morning",Anatomy,Cardiovascular System,,"During surgery near the left paraduodenal region, which artery is at greatest risk?",SMA,IMA,Inferior mesenteric vein / branches of the left colic artery,Splenic artery,,C,"Vascular Proximity: The inferior mesenteric vein (IMV) and ascending branches of the left colic artery run vertically upward directly within the free anterior border of this paraduodenal fold, rendering them highly vulnerable to accidental laceration during surgical dissections or paraduodenal hernia repairs.",,
ANA-CVS-111,2026,Anesthesia - 04/26 - April 7 - Morning,Anatomy,Cardiovascular System,,The posterior wall of the subclavian vein is formed by,Clavicle,Subclavian artery,1st rib,Stylohyoid muscles,,B,,,
ANA-CVS-112,2026,Radiology - 04/26 - April 7 - Morning,Anatomy,Cardiovascular System,,The supraorbital artery is a branch of,Ophthalmic artery,Maxillary Artery,Facial Artery,Superficial Temporal Artery,,A,,,
ANA-CVS-113,2026,Surgery - 04/26 - April 7 - Night,Anatomy,Cardiovascular System,,"Patient in OT, surgery is undergoing. Patient needs bladder emptying, surgeon passed needle to upper surface of bladder vessel at risk of damage is:",Deep Circumflex artery,Superficial Circumflex artery,Inferior epigastric,Superior epigastric,Iliohypogastric,C,,,
ANA-CVS-114,2026,Radiology - 04/26 - April 7 - Morning,Anatomy,Cardiovascular System,,"During thoracic surgery, internal thoracic artery is ligated. To perfuse rectus abdominis, Flow increases to which artery",Inferior epigastric,Superficial epigastric,External iliac,Superior mesenteric,Inferior mesenteric,A,,,
ANA-CVS-115,2025,Medicine - 08/25 - August 6 - Evening,Anatomy,Cardiovascular System,,A stab wound to the abdomen is suspected to have injured a large retroperitoneal vessel coursing on the right side of the vertebral column. Which vessel is most likely injured.,Inferior vena cava,Abdominal aorta,Portal vein,Superior mesenteric artery,Renal vein,A,,,
ANA-CVS-116,2026,Medicine - 01/26 - January 6 - Evening,Anatomy,Cardiovascular System,,A stab wound is inflicted just below the xiphoid process at the level of the 6th intercostal space. Which structure is most likely injured?,Abdominal aorta,Inferior vena cava,Portal vein,Superior vena cava,,B,,,
ANA-CVS-117,2025,Medicine - 08/25 - August 4 - Evening,Anatomy,Cardiovascular System,,"A 36 year old man sustains a fracture of the proximal humerus and requires shoulder surgery. During the procedure, the surgeon ligates a vessel within the quadrangular space to control bleeding. Which of the following vessels was most likely ligated?",Anterior circumflex humeral artery,Posterior circumflex humeral artery,Thoracoacromial artery,Suprascapular artery,Subscapular artery,B,,,
ANA-CVS-118,2026,Surgery - 04/26 - April 8 - Morning,Anatomy,Cardiovascular System,,A patient is stabbed just below the xiphisternum on the right side. Which structure is damaged?,Right atrium,Left ventricle,Right ventricle,SVC,IVC,E,,,
ANA-CVS-119,2026,Surgery - 07/26 - July 09 - Afternoon,Anatomy,Cardiovascular System,,"A 70 year old man presents to the hospital with sudden onset of abdominal pain. On physical examination, a pulsatile abdominal mass is palpated. At what vertebral level is this type of mass most commonly located?",T9-T11,L4-L5,L1,T12,,B,"A pulsatile abdominal mass in an elderly patient is most likely an Abdominal Aortic Aneurysm. The abdominal aorta typically bifurcates at the level of L4-L5, which corresponds to the level of the umbilicus where the mass is usually palpated.",,
ANA-CVS-120,2025,Surgery - 08/25 - August 6 - Evening,Anatomy,Cardiovascular System,,"A patient sustains a stab wound 2cm deep at 5th intercostal space, 4cm from the midaxillary line which of the following structures is most likely to be damaged?",Intercostal artery,Phrenic nerve,Internal thoracic artery,Thoracic duct,Azygous vein,A,,,
ANA-CVS-121,2026,Medicine - 01/26 - January 5 - Evening,Anatomy,Cardiovascular System,,Which structure passes through the vertebral level T12?,Esophagus,Aorta,Inferior vena cava,Thoracic duct,,B,,,
ANA-CVS-122,2025,Medicine - 08/25 - August 6 - Evening,Anatomy,Cardiovascular System,,"During breast cancer surgery requiring grafting from the suprapubic region, the reconstructive surgeon must preserve which artery that supplies this donor area and may require reconstruction?",Superior epigastric artery,Inferior epigastric artery,Internal thoracic artery,Thoracoacromial artery,Lateral thoracic artery,B,,,
ANA-CVS-123,2026,Surgery - 07/26 - July 08 - Afternoon,Anatomy,Cardiovascular System,,"During surgical repair of a patient foramen ovale via median sternotomy, which structure is encountered first in the anterior mediastinum:",Phrenic nerve,Vagus nerve,Pericardium,Thymus,,D,,,
ANA-CVS-124,2026,Surgery - 01/26 - January 7 - Evening,Anatomy,Cardiovascular System,,"During cardiac imaging, a stent is placed in the part of the heart containing a muscular band that connects the interventricular septum to the anterior papillary muscle of the right ventricle. What is the name of this structure?",Chordae tendineae,Papillary muscle,Moderator band,Trabeculae carneae,Interventricular septum,C,,,
ANA-CVS-125,2026,Medicine - 01/26 - January 6 - Evening,Anatomy,Cardiovascular System,,Which structure is located in the posterior mediastinum?,Heart,Thymus,Descending thoracic aorta,Trachea,,C,,,
ANA-CVS-126,2026,Radiology - 04/26 - April 7 - Morning,Anatomy,Cardiovascular System,,A Young man presented with recurrent episodes of Syncope. These syncope episodes are related to reduce cerebral perfusion when the arm ipsilateral to the subclavian stenosis is exercised. subclavian steal phenomenon (SSP) occurs when there is stenosis or occlusion of the subclavian artery. In SSP which artery is stealing blood and shunting this to arms?,External carotid,Internal carotid,Thyrocervical trunk,Vertebral artery,Cerebral artery,D,,,
ANA-CVS-127,2026,Gynecology - 01/26 - January 5 - Morning,Anatomy,Cardiovascular System,,A patient with acute pericarditis complains of chest pain. The pain is due to involvement of which pericardial layer?,Fibrous pericardium,Parietal pericardium,Visceral pericardium,Myocardium,Endocardium,B,,,
PHY-NEPH-007,2026,Surgery - 07/26 - July 08 - Afternoon,Anesthesia,Cardiovascular System,,A patient develops hypotension after spinal anesthesia. What is the mechanism?,Peripheral vasodilation,Sympathetic blockade,Vagal-induced bradycardia only,Adrenal suppression,,B,,,B
PHY-NEPH-008,2026,Anesthesia - 01/26 - January 5 - Morning,Anesthesia,Cardiovascular System,,Invasive arterial blood pressure monitoring using an arterial line works on the principle of a Wheatstone bridge. Which of the following best explains how blood pressure is converted into an electrical signal in this system?,Compression of a mercury column,Stretch-induced change in electrical resistance of strain gauges,Generation of voltage by piezoelectric crystals,Change in capacitance between two metal plates,Optical detection of arterial wall movement,B,,,D
PHY-NEPH-009,2026,Anesthesia - 04/26 - April 7 - Morning,Anesthesia,Cardiovascular System,,A patient undergoing carotid endarterectomy needs second by-second BP monitoring. What's the ideal method?,Non-invasive BP cuff,Invasive arterial line,Pulse oximeter,CVP line,,B,,,B
